SCT_ID,CRS_ID,SEM_ID,SCT_TYPE,SCT_REG,SCT_SEATS,SCT_BUILD,SCT_ROOM,SCT_TITLE,SCT_UNITS
17246D,CHEM-105A,20231,Lab,15,18,SGM,136A/B,,
17248D,CHEM-105A,20231,Lab,18,18,SGM,136A/B,,
17250D,CHEM-105A,20231,Lab,16,16,SGM,133A/B,,
17252D,CHEM-105A,20231,Lab,15,16,SGM,133A/B,,
17257R,CHEM-105B,20231,Quiz,89,200,SAL,101,,
17262R,CHEM-105B,20231,Quiz,211,225,SGM,123,,
17258D,CHEM-105B,20231,Lecture,80,80,SGM,124,,
17259R,CHEM-105B,20231,Quiz,73,80,SLH,200,,
17256R,CHEM-105B,20231,Lecture,81,200,SGM,124,,
17260R,CHEM-105B,20231,Lecture,212,225,SGM,123,,
17272D,CHEM-105B,20231,Lab,14,15,SGM,136A/B,,
17274D,CHEM-105B,20231,Lab,14,15,SGM,136A/B,,
17278D,CHEM-105B,20231,Lab,15,15,SGM,136C/D,,
17280D,CHEM-105B,20231,Lab,12,15,SGM,136C/D,,
17282D,CHEM-105B,20231,Lab,12,15,SGM,136C/D,,
17284D,CHEM-105B,20231,Lab,14,16,SGM,136C/D,,
17286D,CHEM-105B,20231,Lab,15,15,SGM,133A/B,,
17288D,CHEM-105B,20231,Lab,9,10,SGM,133A/B,,
17290D,CHEM-105B,20231,Lab,15,15,SGM,133A/B,,
17292D,CHEM-105B,20231,Lab,10,10,SGM,136A/B,,
17294D,CHEM-105B,20231,Lab,10,10,SGM,136A/B,,
17296D,CHEM-105B,20231,Lab,13,15,SGM,136A/B,,
17298D,CHEM-105B,20231,Lab,14,15,SGM,136A/B,,
17300D,CHEM-105B,20231,Lab,17,17,SGM,133A/B,,
17302D,CHEM-105B,20231,Lab,16,16,SGM,133A/B,,
17304D,CHEM-105B,20231,Lab,15,16,SGM,136A/B,,
17306D,CHEM-105B,20231,Lab,15,15,SGM,136A/B,,
17308D,CHEM-105B,20231,Lab,14,15,SGM,136A/B,,
17310D,CHEM-105B,20231,Lab,15,15,SGM,136C/D,,
17312D,CHEM-105B,20231,Lab,14,15,SGM,136C/D,,
17314D,CHEM-105B,20231,Lab,14,15,SGM,136C/D,,
17316D,CHEM-105B,20231,Lab,15,15,SGM,136C/D,,
17318D,CHEM-105B,20231,Lab,16,16,SGM,133A/B,,
17320D,CHEM-105B,20231,Lab,15,16,SGM,133A/B,,
17322D,CHEM-105B,20231,Lab,16,16,SGM,133A/B,,
17328D,CHEM-105B,20231,Lab,12,15,SGM,136A/B,,
17330D,CHEM-105B,20231,Lab,14,15,SGM,136A/B,,
17208D,CHEM-108,20231,Lecture,43,75,SGM,101,,
17210R,CHEM-108,20231,Quiz,43,75,SGM,101,,
17212R,CHEM-108,20231,Lab,9,14,SGM,136D,,
17213R,CHEM-108,20231,Lab,13,14,SGM,136D,,
17214R,CHEM-108,20231,Lab,8,14,SGM,136D,,
17215R,CHEM-108,20231,Lab,13,14,SGM,136D,,
17334D,CHEM-115B,20231,Lecture-Discussion,57,70,SGM,101,,
17336R,CHEM-115B,20231,Quiz,57,70,ZHS,159,,
17340D,CHEM-115B,20231,Lab,15,16,SGM,133C,,
17342D,CHEM-115B,20231,Lab,14,15,SGM,133C,,
17344R,CHEM-115B,20231,Lab,14,14,SGM,133C,,
17346R,CHEM-115B,20231,Lab,14,14,SGM,133C,,
17348D,CHEM-205,20231,Lecture,130,135,SGM,123,,
17350R,CHEM-205,20231,Lab,15,15,SGM,307,,
17352R,CHEM-205,20231,Lab,15,15,SGM,307,,
17354R,CHEM-205,20231,Lab,15,15,SGM,307,,
17356R,CHEM-205,20231,Lab,14,15,SGM,307,,
17358R,CHEM-205,20231,Lab,13,15,SGM,307,,
17360R,CHEM-205,20231,Lab,14,15,SGM,307,,
17362R,CHEM-205,20231,Lab,15,15,SGM,307,,
17364R,CHEM-205,20231,Lab,14,15,SGM,307,,
17366R,CHEM-205,20231,Lab,15,15,SGM,307,,
17367D,CHEM-251,20231,Lecture,28,31,SLH,100,,
17368D,CHEM-290A,20231,Lecture-Lab,1,10,TBA,,,
17370D,CHEM-290B,20231,Lecture-Lab,2,10,TBA,,,
17372D,CHEM-290C,20231,Lecture-Lab,0,10,TBA,,,
17374D,CHEM-290D,20231,Lecture-Lab,0,10,TBA,,,
17376D,CHEM-292,20231,Lecture,1,15,OFFICE,,,
17378R,CHEM-294,20231,Lecture,2,25,GFS,105,,
17380D,CHEM-300,20231,Lecture-Discussion,11,30,GFS,223,,
17382D,CHEM-300,20231,Lab,8,12,SGM,142,,
17388D,CHEM-300,20231,Lab,3,7,SGM,142,,
17390R,CHEM-322A,20231,Lecture,212,240,SGM,124,,
17392R,CHEM-322A,20231,Discussion,85,135,SGM,124,,
17394R,CHEM-322A,20231,Discussion,127,135,SGM,124,,
17396R,CHEM-322A,20231,Quiz,212,240,SGM,124,,
17398D,CHEM-322A,20231,Lab,14,14,SGM,204,,
17400D,CHEM-322A,20231,Lab,13,14,SGM,204,,
17402D,CHEM-322A,20231,Lab,11,13,SGM,204,,
17406D,CHEM-322A,20231,Lab,16,20,SGM,204,,
17407D,CHEM-322A,20231,Lab,19,20,SGM,204,,
17408D,CHEM-322A,20231,Lab,19,21,SGM,204,,
17410D,CHEM-322A,20231,Lab,20,21,SGM,209,,
17412D,CHEM-322A,20231,Lab,19,21,SGM,209,,
17414D,CHEM-322A,20231,Lab,19,20,SGM,204,,
17416D,CHEM-322A,20231,Lab,20,21,SGM,204,,
17417D,CHEM-322A,20231,Lab,20,21,SGM,204,,
17426D,CHEM-322A,20231,Lab,22,27,SGM,204,,
17430D,CHEM-322B,20231,Lecture,142,180,SGM,123,,
17432D,CHEM-322B,20231,Lecture,140,180,SGM,123,,
17434R,CHEM-322B,20231,Discussion,92,250,SGM,124,,
17436R,CHEM-322B,20231,Discussion,190,250,SGM,124,,
17438R,CHEM-322B,20231,Quiz,282,400,SGM,124,,
17442D,CHEM-322B,20231,Lab,11,12,SGM,209,,
17444D,CHEM-322B,20231,Lab,11,11,SGM,209,,
17446D,CHEM-322B,20231,Lab,9,11,SGM,204,,
17448D,CHEM-322B,20231,Lab,12,14,SGM,204,,
17450D,CHEM-322B,20231,Lab,12,15,SGM,204,,
17452D,CHEM-322B,20231,Lab,7,11,SGM,209,,
17454D,CHEM-322B,20231,Lab,10,11,SGM,209,,
17456D,CHEM-322B,20231,Lab,8,9,SGM,209,,
17458D,CHEM-322B,20231,Lab,15,20,SGM,204,,
17459D,CHEM-322B,20231,Lab,12,12,SGM,204,,
17460D,CHEM-322B,20231,Lab,11,11,SGM,209,,
17462D,CHEM-322B,20231,Lab,10,11,SGM,209,,
17463D,CHEM-322B,20231,Lab,8,9,SGM,209,,
17464D,CHEM-322B,20231,Lab,8,10,SGM,209,,
17466D,CHEM-322B,20231,Lab,8,10,SGM,204,,
17468D,CHEM-322B,20231,Lab,9,9,SGM,204,,
17470D,CHEM-322B,20231,Lab,7,7,SGM,204,,
17474D,CHEM-322B,20231,Lab,10,10,SGM,209,,
17476D,CHEM-322B,20231,Lab,9,10,SGM,204,,
17478D,CHEM-322B,20231,Lab,10,10,SGM,204,,
17480D,CHEM-322B,20231,Lab,6,7,SGM,204,,
17481D,CHEM-322B,20231,Lab,7,7,SGM,204,,
17483D,CHEM-322B,20231,Lab,22,25,SGM,204,,
17484D,CHEM-322B,20231,Lab,20,26,SGM,209,,
17489D,CHEM-322B,20231,Lab,15,15,SGM,204,,
17490D,CHEM-322B,20231,Lab,16,16,SGM,204,,
17492D,CHEM-325B,20231,Lecture,79,80,SLH,102,,
17494R,CHEM-325B,20231,Discussion,79,80,TBA,,,
17498R,CHEM-325B,20231,Quiz,79,80,MHP,101,,
17496R,CHEM-325B,20231,Lab,10,10,SGM,204,,
17497R,CHEM-325B,20231,Lab,15,15,SGM,204,,
17500R,CHEM-325B,20231,Lab,28,28,SGM,204,,
17502R,CHEM-325B,20231,Lab,19,19,SGM,204,,
17503R,CHEM-325B,20231,Lab,6,7,SGM,204,,
17506R,CHEM-332,20231,Lecture-Discussion,8,16,HED,103,,
17508R,CHEM-332,20231,Lab,8,16,SGM,142,,
17516R,CHEM-423,20231,Lecture,10,15,GFS,107,,
17518R,CHEM-423,20231,Discussion,10,15,TBA,,,
17519R,CHEM-423,20231,Lab,10,15,SGM,209,,
17522R,CHEM-431,20231,Lecture,26,60,GFS,118,,
17524R,CHEM-431,20231,Discussion,24,25,GFS,107,,
17526R,CHEM-431,20231,Discussion,2,15,GFS,107,,
17527R,CHEM-432,20231,Lecture,30,40,KAP,158,,
17529R,CHEM-432,20231,Discussion,30,40,GFS,207,,
17528R,CHEM-453,20231,Lecture,23,35,KAP,148,,
17530R,CHEM-453,20231,Discussion,23,35,THH,106,,
17513R,CHEM-455,20231,Lecture,3,20,GFS,111,,
17514R,CHEM-455,20231,Discussion,3,20,TBA,,,
17532D,CHEM-463,20231,Lecture,8,15,GFS,228,,
17533D,CHEM-463,20231,Lab,8,15,SGM,142,,
17535R,CHEM-488,20231,Lecture,8,25,SGM,307,,
17536D,CHEM-490,20231,Lecture,20,25,OFFICE,,,
17538D,CHEM-494,20231,Lecture,0,5,OFFICE,,,2
17540D,CHEM-494,20231,Lecture,1,10,OFFICE,,,4
17541R,CHEM-495,20231,Lecture,5,15,OFFICE,,,
17542R,CHEM-499,20231,Lecture-Discussion,4,15,WPH,201,The Conservation of Orbital Symmetry,2
17543R,CHEM-520B,20231,Lecture,6,20,OFFICE,,,
17548R,CHEM-527,20231,Lecture,6,25,KAP,140,,
17550R,CHEM-535,20231,Lecture,4,15,SSC,604,,
17554R,CHEM-540,20231,Lecture,6,15,SSC,604,,
17556R,CHEM-540,20231,Discussion,6,15,TBA,,,
17558R,CHEM-565,20231,Lecture-Lab,14,30,GFS,222,,
17560R,CHEM-575,20231,Lecture,4,15,OFFICE,,,
17562R,CHEM-577A,20231,Lecture,9,20,DMC,111,,
17563R,CHEM-577B,20231,Lecture,8,20,TBA,,,
17564D,CHEM-590,20231,Lecture,0,10,OFFICE,,,
17566R,CHEM-594A,20231,Lecture,1,5,OFFICE,,,
17568R,CHEM-594B,20231,Lecture,0,5,OFFICE,,,
17570R,CHEM-594Z,20231,Lecture,0,5,OFFICE,,,
17575D,CHEM-596,20231,Lecture,0,5,OFFICE,,,1
17576R,CHEM-599,20231,Lecture-Discussion,4,20,OFFICE,,X-ray Crystallography for Biochemists,4
17577R,CHEM-599,20231,Lecture-Discussion,6,15,,,Bioinorganic Systems,2
17578R,CHEM-599,20231,Lecture-Discussion,14,15,,,Molecular Electrocatalysts,2
17579R,CHEM-599,20231,Lecture-Discussion,11,15,SGM,307,Biological Therapeutics Development,4
17580R,CHEM-599,20231,Lecture-Discussion,4,15,SSC,604,"Electronic, Optical, Magnetic and Quantum Properties of Solids",4
17582R,CHEM-625,20231,Lecture,5,25,OFFICE,,,
17584R,CHEM-630,20231,Lecture,20,25,DMC,155,,
17586R,CHEM-632,20231,Lecture,22,25,GFS,107,,
17593D,CHEM-790,20231,Lecture,67,100,OFFICE,,,
17594D,CHEM-794A,20231,Lecture,17,50,OFFICE,,,
17595D,CHEM-794B,20231,Lecture,2,50,OFFICE,,,
17596D,CHEM-794C,20231,Lecture,11,50,OFFICE,,,
17597D,CHEM-794D,20231,Lecture,12,15,OFFICE,,,
17598D,CHEM-794Z,20231,Lecture,38,100,OFFICE,,,
19800R,CLAS-150,20231,Lecture,89,100,THH,102,,
19801R,CLAS-150,20231,Discussion,19,25,THH,217,,
19802R,CLAS-150,20231,Discussion,24,25,THH,215,,
19803R,CLAS-150,20231,Discussion,23,25,THH,112,,
19804R,CLAS-150,20231,Discussion,23,25,DMC,155,,
19810R,CLAS-320,20231,Lecture,41,150,ZHS,159,,
19811R,CLAS-320,20231,Discussion,8,25,THH,B9,,
19812R,CLAS-320,20231,Discussion,6,25,THH,B10,,
19813R,CLAS-320,20231,Discussion,16,25,THH,108,,
19814R,CLAS-320,20231,Discussion,11,25,DMC,154,,
19815D,CLAS-320,20231,Discussion,0,0,,,,
19816D,CLAS-320,20231,Discussion,0,0,,,,
19833R,CLAS-330,20231,Lecture,14,18,DMC,204,,
19832D,CLAS-349,20231,Lecture,22,22,DMC,202,,
19843D,CLAS-465,20231,Lecture,13,14,OFFICE,,,
19840D,CLAS-490,20231,Lecture,1,7,OFFICE,,,
19847R,CLAS-550,20231,Lecture,4,10,OFFICE,,,
19848R,CLAS-565,20231,Lecture,11,11,OFFICE,,Mobility and migration in the Roman World,
19851D,CLAS-590,20231,Lecture,2,8,OFFICE,,,
19855D,CLAS-590,20231,Lecture,0,8,OFFICE,,,
19860D,CLAS-794A,20231,Lecture,0,10,OFFICE,,,
19861D,CLAS-794B,20231,Lecture,1,10,OFFICE,,,
19862D,CLAS-794C,20231,Lecture,0,10,OFFICE,,,
19863D,CLAS-794D,20231,Lecture,1,10,OFFICE,,,
19864D,CLAS-794Z,20231,Lecture,4,10,OFFICE,,,
22012D,COLT-250,20231,Lecture,70,100,MRF,340,,
22013R,COLT-250,20231,Discussion,14,24,DMC,160,,
22014R,COLT-250,20231,Discussion,23,24,DMC,106,,
22015R,COLT-250,20231,Discussion,17,20,DMC,106,,
22016R,COLT-250,20231,Discussion,16,24,DMC,105,,
22020D,COLT-264,20231,Lecture,148,150,THH,301,,
22003R,COLT-264,20231,Discussion,25,25,SOS,B48,,
22004R,COLT-264,20231,Discussion,24,25,SOS,B48,,
22021R,COLT-264,20231,Discussion,24,25,THH,217,,
22022R,COLT-264,20231,Discussion,25,25,WPH,203,,
22023R,COLT-264,20231,Discussion,26,26,THH,B10,,
22024R,COLT-264,20231,Discussion,24,24,DMC,161,,
22009D,COLT-303,20231,Lecture,17,19,DMC,260,,
22011D,COLT-312,20231,Lecture,18,20,THH,115,,
22028D,COLT-348,20231,Lecture,16,19,SOS,B52,,
22040D,COLT-374,20231,Lecture,38,50,KDC,235,,
22041R,COLT-374,20231,Discussion,19,25,LVL,16,,
22042R,COLT-374,20231,Discussion,19,25,LVL,16,,
22050D,COLT-382,20231,Lecture,50,50,DMC,156,,
22051R,COLT-382,20231,Discussion,25,25,DMC,158,,
22052R,COLT-382,20231,Discussion,25,25,DMC,157,,
22107D,COLT-395,20231,Lecture,8,15,OFFICE,,,
22061D,COLT-471,20231,Lecture,10,19,DMC,157,,
22066D,COLT-480,20231,Lecture,16,19,DMC,260,,
22070D,COLT-490,20231,Lecture,0,10,OFFICE,,,2
22071D,COLT-495,20231,Lecture,1,10,OFFICE,,,
22088D,COLT-602,20231,Lecture,11,15,KDC,241,,
63503D,CORE-101,20231,Lecture-Discussion,25,25,DMC,210,,
63506D,CORE-101,20231,Lecture-Discussion,17,19,DMC,107,,
63507D,CORE-101,20231,Lecture-Discussion,17,19,THH,108,,
63509D,CORE-101,20231,Lecture-Discussion,9,19,THH,217,,
63500D,CORE-101,20231,Lecture,24,42,LVL,16,,
63501D,CORE-101,20231,Discussion,11,21,DMC,259,,
63502D,CORE-101,20231,Discussion,13,21,DMC,259,,
63510R,CORE-101,20231,Lab,72,151,SLH,200,,
63511D,CORE-101,20231,Lab,20,50,TBA,,,
63519D,CORE-103,20231,Lecture-Discussion,19,19,WPH,205,,
63520D,CORE-103,20231,Lecture-Discussion,19,19,WPH,205,,
63513D,CORE-103,20231,Lecture,17,42,WPH,102,,
63514D,CORE-103,20231,Discussion,10,21,THH,215,,
63515D,CORE-103,20231,Discussion,7,21,DMC,105,,
63516D,CORE-103,20231,Lecture,34,42,WPH,207,,
63517D,CORE-103,20231,Discussion,17,21,DMC,110,,
63518D,CORE-103,20231,Discussion,17,21,DMC,110,,
63523R,CORE-103,20231,Lab,67,150,THH,301,,
63524D,CORE-103,20231,Lab,22,50,TBA,,,
63533D,CORE-104,20231,Lecture-Discussion,17,19,DMC,256,,
63531D,CORE-104,20231,Lecture-Discussion,19,19,THH,112,,
63532D,CORE-104,20231,Lecture,31,42,GFS,207,,
63536D,CORE-104,20231,Discussion,16,21,DMC,160,,
63537D,CORE-104,20231,Discussion,15,21,DMC,209,,
63528D,CORE-104,20231,Lecture,0,0,,,,
63529D,CORE-104,20231,Discussion,0,0,,,,
63530D,CORE-104,20231,Discussion,0,0,,,,
63525D,CORE-104,20231,Lecture,15,42,DMC,252,,
63526D,CORE-104,20231,Discussion,12,21,DMC,209,,
63527D,CORE-104,20231,Discussion,3,21,THH,107,,
63534R,CORE-104,20231,Lab,63,150,THH,301,,
63535D,CORE-104,20231,Lab,19,50,TBA,,,
63538D,CORE-112,20231,Lecture,14,14,AHF,410G,,
63540D,CORE-112,20231,Lecture,13,14,AHF,410G,,
63542D,CORE-112,20231,Lecture,13,14,AHF,410G,,
63544D,CORE-112,20231,Lecture,13,14,AHF,410G,,
63546D,CORE-112,20231,Lecture,13,14,AHF,410G,,
63548R,CORE-112,20231,Lecture,14,14,AHF,410G,,
63550D,CORE-112,20231,Lecture,13,14,DMC,255,,
63552D,CORE-112,20231,Lecture,13,14,AHF,410G,,
63554D,CORE-112,20231,Lecture,14,14,AHF,410G,,
63556D,CORE-112,20231,Lecture,14,14,AHF,410G,,
63558D,CORE-112,20231,Lecture,13,14,AHF,410G,,
63560D,CORE-112,20231,Lecture,13,14,AHF,410G,,
63562D,CORE-112,20231,Lecture,14,14,AHF,410G,,
63564D,CORE-112,20231,Lecture,14,14,GFS,204,,
63568D,CORE-200,20231,Lecture,13,13,THH,207,,
63569D,CORE-200,20231,Lecture,10,12,HED,103,,
63578D,CORE-450,20231,Lecture,9,15,DML,241,,2
63575D,CORE-601,20231,Lecture,9,13,AHF,410G,,
22074D,CSLC-501,20231,Lecture,14,15,THH,112,,
22106D,CSLC-575,20231,Lecture,8,15,DMC,252,,
22085D,CSLC-590,20231,Lecture,1,10,OFFICE,,,
22078D,CSLC-596,20231,Lecture,0,3,OFFICE,,,
22087D,CSLC-600,20231,Lecture,6,10,THH,219,,
22093D,CSLC-702,20231,Lecture,3,12,DMC,153,,
22094D,CSLC-790,20231,Lecture,1,10,OFFICE,,,
22095D,CSLC-794A,20231,Lecture,3,10,OFFICE,,,
22096D,CSLC-794B,20231,Lecture,2,10,OFFICE,,,
22097D,CSLC-794C,20231,Lecture,4,10,OFFICE,,,
22098D,CSLC-794D,20231,Lecture,2,10,OFFICE,,,
22099D,CSLC-794Z,20231,Lecture,11,18,OFFICE,,,
71001D,SCDC-435,20231,Lecture,16,24,,,,
71000D,SCDC-441,20231,Lecture,11,24,,,,
71002D,SCDC-499,20231,Lecture,6,12,,,Geopolitics of the Indo-Pacific,4
25601D,EALC-101,20231,Lecture,8,12,DMC,103,,
25602D,EALC-101,20231,Lecture,10,12,DMC,103,,
25482D,EALC-102,20231,Lecture,12,12,WPH,104,,
25696D,EALC-102,20231,Lecture,12,12,SOS,B45,,
25698D,EALC-102,20231,Lecture,12,12,WPH,104,,
25695D,EALC-103B,20231,Lecture,6,12,WPH,104,,
25303D,EALC-104,20231,Lecture,7,18,LVL,3Y,,
25306D,EALC-104,20231,Lecture,16,18,LVL,3Y,,
25308D,EALC-106,20231,Lecture,15,18,THH,211,,
25310D,EALC-106,20231,Lecture,18,18,THH,211,,
25311D,EALC-106,20231,Lecture,8,18,SOS,B47,,
25322D,EALC-115,20231,Lecture,16,18,DMC,202,,
25472D,EALC-115,20231,Lecture,18,18,DMC,202,,
25323D,EALC-117,20231,Lecture,17,18,DMC,202,,
25328D,EALC-117,20231,Lecture,10,18,THH,B10,,
25324D,EALC-117,20231,Lecture,15,18,DMC,202,,
25325D,EALC-120,20231,Lecture,9,18,DMC,160,,
25326D,EALC-120,20231,Lecture,11,18,DMC,160,,
25327D,EALC-120,20231,Lecture,15,18,LVL,3V,,
25394D,EALC-121,20231,Lecture,9,12,DML,,,
25330D,EALC-122,20231,Lecture,7,18,DMC,259,,
25331D,EALC-122,20231,Lecture,16,18,DMC,208,,
25332D,EALC-122,20231,Lecture,16,18,DMC,208,,
25650D,EALC-202,20231,Lecture,4,12,DMC,204,,
25340D,EALC-204,20231,Lecture,16,18,THH,205,,
25341D,EALC-204,20231,Lecture,14,18,THH,205,,
25342D,EALC-204,20231,Lecture,14,18,THH,205,,
25555D,EALC-204,20231,Lecture,12,18,THH,205,,
25339D,EALC-206,20231,Lecture,9,18,DMC,204,,
25345D,EALC-206,20231,Lecture,6,18,DMC,204,,
25349D,EALC-215,20231,Lecture,6,18,DMC,206,,
25352D,EALC-215,20231,Lecture,12,18,DMC,206,,
25356D,EALC-217,20231,Lecture,15,18,DMC,202,,
25350D,EALC-220,20231,Lecture,7,18,DMC,202,,
25351D,EALC-220,20231,Lecture,10,18,DMC,110,,
25361D,EALC-220,20231,Lecture,15,18,DMC,110,,
25395D,EALC-221,20231,Lecture,4,12,DML,110C,,
25354D,EALC-222,20231,Lecture,6,18,DMC,110,,
25396D,EALC-222,20231,Lecture,11,18,DMC,110,,
25486R,EALC-266,20231,Lecture,5,18,DMC,109,,
25355D,EALC-304,20231,Lecture,4,12,THH,213,,
25357D,EALC-306,20231,Lecture,4,12,DMC,206,,
25358D,EALC-317,20231,Lecture,8,12,SOS,B45,,
25359D,EALC-320,20231,Lecture,14,15,DMC,259,,
25362D,EALC-322,20231,Lecture,0,0,,,,
25540R,EALC-342,20231,Lecture,47,49,THH,116,,
25541R,EALC-342,20231,Discussion,24,24,DMC,207,,
25542R,EALC-342,20231,Discussion,23,25,KDC,241,,
25494R,EALC-344,20231,Lecture,40,100,THH,301,,
25495R,EALC-344,20231,Discussion,4,25,SOS,B41,,
25497R,EALC-344,20231,Discussion,4,25,KDC,241,,
25498R,EALC-344,20231,Discussion,19,25,SOS,B41,,
25499R,EALC-344,20231,Discussion,13,25,THH,213,,
25570D,EALC-358,20231,Lecture,43,47,LVL,16,,
25571D,EALC-358,20231,Discussion,19,22,DMC,111,,
25572D,EALC-358,20231,Discussion,24,25,DMC,160,,
25663D,EALC-366,20231,Lecture,5,12,DMC,208,,
25307R,EALC-380,20231,Lecture,15,15,THH,207,,
25319R,EALC-380,20231,Lecture,4,15,SOS,B52,,
25320R,EALC-400,20231,Lecture,3,11,WPH,200,,
25519D,EALC-404,20231,Lecture,4,12,WPH,400,,
25389D,EALC-407,20231,Lecture,8,12,SOS,B38,,
25391D,EALC-412B,20231,Lecture,6,12,SOS,B47,,
25643D,EALC-417,20231,Lecture,0,0,,,,
25465D,EALC-422,20231,Lecture,3,12,THH,105,,
25393D,EALC-424,20231,Lecture,2,12,THH,105,,
25315D,EALC-455,20231,Lecture,21,21,DMC,106,,
25400D,EALC-490,20231,Lecture,0,10,OFFICE,,,2
25638D,EALC-494A,20231,Lecture,0,20,OFFICE,,,
25640D,EALC-494B,20231,Lecture,1,20,OFFICE,,,
25304R,EALC-499,20231,Lecture,12,12,DMC,201,Independent Chinese Documentary Film,4
25376R,EALC-499,20231,Lecture,10,12,LVL,3B,Popular Music Across Asia,4
25454D,EALC-499,20231,Lecture,0,0,,,People in East Asia and Their Languages,4
25464D,EALC-509,20231,Lecture,0,0,,,,
25561D,EALC-528,20231,Lecture,7,12,DML,110C,,
25559D,EALC-551,20231,Lecture,8,12,LVL,3V,,
25410D,EALC-588A,20231,Lecture-Discussion,5,10,OFFICE,,,
25412D,EALC-588B,20231,Lecture-Discussion,1,10,OFFICE,,,
25414D,EALC-590,20231,Lecture-Discussion,4,10,OFFICE,,,
25416D,EALC-594A,20231,Lecture-Discussion,0,10,OFFICE,,,
25418D,EALC-594B,20231,Lecture-Discussion,0,10,OFFICE,,,
25420D,EALC-594Z,20231,Lecture-Discussion,0,10,OFFICE,,,
25309D,EALC-700,20231,Lecture,5,10,TBA,,,
25424D,EALC-794A,20231,Lecture-Discussion,3,10,OFFICE,,,
25426D,EALC-794B,20231,Lecture-Discussion,1,10,OFFICE,,,
25428D,EALC-794C,20231,Lecture-Discussion,1,10,OFFICE,,,
25430D,EALC-794D,20231,Lecture-Discussion,0,10,OFFICE,,,
25632D,EALC-794Z,20231,Lecture-Discussion,4,10,OFFICE,,,
25833R,EASC-160,20231,Lecture,195,200,THH,101,,
25834R,EASC-160,20231,Discussion,23,25,THH,121,,
25835R,EASC-160,20231,Discussion,25,25,THH,217,,
25836R,EASC-160,20231,Discussion,25,25,DMC,252,,
25837R,EASC-160,20231,Discussion,25,25,THH,B10,,
25846R,EASC-160,20231,Discussion,25,25,DMC,158,,
25847R,EASC-160,20231,Discussion,23,25,THH,213,,
25848R,EASC-160,20231,Discussion,24,25,THH,215,,
25849R,EASC-160,20231,Discussion,25,25,WPH,206,,
25803D,EASC-360,20231,Lecture,18,18,OFFICE,,,
25809D,EASC-360,20231,Lecture,13,15,OFFICE,,,
25828D,EASC-490,20231,Lecture,1,10,OFFICE,,,
25830D,EASC-495,20231,Lecture,0,5,TBA,,,
25838R,EASC-499,20231,Lecture,7,15,LVL,3V,Japanese Design and Gardens in Los Angeles,4
25840D,EASC-590,20231,Lecture,0,10,OFFICE,,,
25843R,EASC-594A,20231,Lecture,4,10,OFFICE,,,
25844R,EASC-594B,20231,Lecture,0,10,OFFICE,,,
25845R,EASC-594Z,20231,Lecture,0,10,OFFICE,,,
25822R,EASC-595,20231,Lecture,6,10,OFFICE,,,
25832D,EASC-596,20231,Lecture,0,5,TBA,,,
26000R,ECON-203,20231,Lecture,92,100,GFS,106,,
26002R,ECON-203,20231,Discussion,21,25,KAP,159,,
26004R,ECON-203,20231,Discussion,24,25,DMC,256,,
26006R,ECON-203,20231,Discussion,24,25,VHE,214,,
26012R,ECON-203,20231,Discussion,23,25,GFS,105,,
26001R,ECON-203,20231,Lecture,96,100,MRF,340,,
26014R,ECON-203,20231,Discussion,22,22,KAP,166,,
26016R,ECON-203,20231,Discussion,26,27,GFS,223,,
26024R,ECON-203,20231,Discussion,24,25,GFS,105,,
26026R,ECON-203,20231,Discussion,24,26,DMC,160,,
26044R,ECON-205,20231,Lecture,99,100,SGM,101,,
26050R,ECON-205,20231,Discussion,25,25,KAP,140,,
26054R,ECON-205,20231,Discussion,25,25,GFS,105,,
26056R,ECON-205,20231,Discussion,25,25,KAP,138,,
26058R,ECON-205,20231,Discussion,24,25,VHE,210,,
26062R,ECON-205,20231,Lecture,86,100,GFS,106,,
26072R,ECON-205,20231,Discussion,23,28,GFS,107,,
26074R,ECON-205,20231,Discussion,23,23,DMC,111,,
26080R,ECON-205,20231,Discussion,27,28,GFS,107,,
26081R,ECON-205,20231,Discussion,13,21,DMC,110,,
26082R,ECON-303,20231,Lecture,48,50,GFS,101,,
26083R,ECON-303,20231,Lecture,34,49,MHP,B7B,,
26085R,ECON-303,20231,Lecture,40,49,DMC,102,,
26086R,ECON-303,20231,Lecture,40,49,SOS,B44,,
26088R,ECON-305,20231,Lecture,47,49,ZHS,163,,
26089R,ECON-305,20231,Lecture,46,50,LVL,17,,
26090R,ECON-305,20231,Lecture,37,49,LVL,17,,
26092R,ECON-305,20231,Lecture,44,49,LVL,17,,
26093R,ECON-317,20231,Lecture,49,53,SOS,B4,,
26094R,ECON-317,20231,Lecture,42,49,ZHS,352,,
26096R,ECON-317,20231,Lecture,50,55,VPD,116,,
26101R,ECON-318,20231,Lecture,41,51,THH,116,,
26102R,ECON-318,20231,Discussion,21,28,DMC,109,,
26104R,ECON-318,20231,Discussion,20,23,KAP,137,,
26097R,ECON-318,20231,Lecture,52,54,GFS,118,,
26099R,ECON-318,20231,Discussion,25,26,DMC,106,,
26299R,ECON-318,20231,Discussion,27,28,GFS,104,,
26105R,ECON-318,20231,Lecture,45,52,SOS,B44,,
26311R,ECON-318,20231,Discussion,27,27,DMC,111,,
26312R,ECON-318,20231,Discussion,18,25,DMC,161,,
26106D,ECON-340,20231,Lecture,67,72,ZHS,252,,
