SCT_ID,CRS_UID,SEM_ID,SCT_TYPE,SCT_REG,SCT_SEATS,SCT_BUILD,SCT_ROOM,SCT_TITLE,SCT_UNITS
19863D,0,20231,Lecture,1,10,OFFICE,,,
19864D,0,20231,Lecture,4,10,OFFICE,,,
22012D,0,20231,Lecture,70,100,MRF,340,,
22013R,0,20231,Discussion,14,24,DMC,160,,
22014R,0,20231,Discussion,23,24,DMC,106,,
22015R,0,20231,Discussion,17,20,DMC,106,,
22016R,0,20231,Discussion,16,24,DMC,105,,
22020D,0,20231,Lecture,148,150,THH,301,,
22003R,0,20231,Discussion,25,25,SOS,B48,,
22004R,0,20231,Discussion,24,25,SOS,B48,,
22021R,0,20231,Discussion,24,25,THH,217,,
22022R,0,20231,Discussion,25,25,WPH,203,,
22023R,0,20231,Discussion,26,26,THH,B10,,
22024R,0,20231,Discussion,24,24,DMC,161,,
22009D,0,20231,Lecture,17,19,DMC,260,,
22011D,0,20231,Lecture,18,20,THH,115,,
22028D,0,20231,Lecture,16,19,SOS,B52,,
22040D,0,20231,Lecture,38,50,KDC,235,,
22041R,0,20231,Discussion,19,25,LVL,16,,
22042R,0,20231,Discussion,19,25,LVL,16,,
22050D,0,20231,Lecture,50,50,DMC,156,,
22051R,0,20231,Discussion,25,25,DMC,158,,
22052R,0,20231,Discussion,25,25,DMC,157,,
22107D,0,20231,Lecture,8,15,OFFICE,,,
22061D,0,20231,Lecture,10,19,DMC,157,,
22066D,0,20231,Lecture,16,19,DMC,260,,
22070D,0,20231,Lecture,0,10,OFFICE,,,2
22071D,0,20231,Lecture,1,10,OFFICE,,,
22088D,0,20231,Lecture,11,15,KDC,241,,
63503D,0,20231,Lecture-Discussion,25,25,DMC,210,,
63506D,0,20231,Lecture-Discussion,17,19,DMC,107,,
63507D,0,20231,Lecture-Discussion,17,19,THH,108,,
63509D,0,20231,Lecture-Discussion,9,19,THH,217,,
63500D,0,20231,Lecture,24,42,LVL,16,,
63501D,0,20231,Discussion,11,21,DMC,259,,
63502D,0,20231,Discussion,13,21,DMC,259,,
63510R,0,20231,Lab,72,151,SLH,200,,
63511D,0,20231,Lab,20,50,TBA,,,
63519D,0,20231,Lecture-Discussion,19,19,WPH,205,,
63520D,0,20231,Lecture-Discussion,19,19,WPH,205,,
63513D,0,20231,Lecture,17,42,WPH,102,,
63514D,0,20231,Discussion,10,21,THH,215,,
63515D,0,20231,Discussion,7,21,DMC,105,,
63516D,0,20231,Lecture,34,42,WPH,207,,
63517D,0,20231,Discussion,17,21,DMC,110,,
63518D,0,20231,Discussion,17,21,DMC,110,,
63523R,0,20231,Lab,67,150,THH,301,,
63524D,0,20231,Lab,22,50,TBA,,,
63533D,0,20231,Lecture-Discussion,17,19,DMC,256,,
63531D,0,20231,Lecture-Discussion,19,19,THH,112,,
63532D,0,20231,Lecture,31,42,GFS,207,,
63536D,0,20231,Discussion,16,21,DMC,160,,
63537D,0,20231,Discussion,15,21,DMC,209,,
63528D,0,20231,Lecture,0,0,,,,
63529D,0,20231,Discussion,0,0,,,,
63530D,0,20231,Discussion,0,0,,,,
63525D,0,20231,Lecture,15,42,DMC,252,,
63526D,0,20231,Discussion,12,21,DMC,209,,
63527D,0,20231,Discussion,3,21,THH,107,,
63534R,0,20231,Lab,63,150,THH,301,,
63535D,0,20231,Lab,19,50,TBA,,,
63538D,0,20231,Lecture,14,14,AHF,410G,,
63540D,0,20231,Lecture,13,14,AHF,410G,,
63542D,0,20231,Lecture,13,14,AHF,410G,,
63544D,0,20231,Lecture,13,14,AHF,410G,,
63546D,0,20231,Lecture,13,14,AHF,410G,,
63548R,0,20231,Lecture,14,14,AHF,410G,,
63550D,0,20231,Lecture,13,14,DMC,255,,
63552D,0,20231,Lecture,13,14,AHF,410G,,
63554D,0,20231,Lecture,14,14,AHF,410G,,
63556D,0,20231,Lecture,14,14,AHF,410G,,
63558D,0,20231,Lecture,13,14,AHF,410G,,
63560D,0,20231,Lecture,13,14,AHF,410G,,
63562D,0,20231,Lecture,14,14,AHF,410G,,
63564D,0,20231,Lecture,14,14,GFS,204,,
63568D,0,20231,Lecture,13,13,THH,207,,
63569D,0,20231,Lecture,10,12,HED,103,,
63578D,0,20231,Lecture,9,15,DML,241,,2
63575D,0,20231,Lecture,9,13,AHF,410G,,
22074D,0,20231,Lecture,14,15,THH,112,,
22106D,0,20231,Lecture,8,15,DMC,252,,
22085D,0,20231,Lecture,1,10,OFFICE,,,
22078D,0,20231,Lecture,0,3,OFFICE,,,
22087D,0,20231,Lecture,6,10,THH,219,,
22093D,0,20231,Lecture,3,12,DMC,153,,
22094D,0,20231,Lecture,1,10,OFFICE,,,
22095D,0,20231,Lecture,3,10,OFFICE,,,
22096D,0,20231,Lecture,2,10,OFFICE,,,
22097D,0,20231,Lecture,4,10,OFFICE,,,
22098D,0,20231,Lecture,2,10,OFFICE,,,
22099D,0,20231,Lecture,11,18,OFFICE,,,
71001D,0,20231,Lecture,16,24,,,,
71000D,0,20231,Lecture,11,24,,,,
71002D,0,20231,Lecture,6,12,,,Geopolitics of the Indo-Pacific,4
25601D,0,20231,Lecture,8,12,DMC,103,,
25602D,0,20231,Lecture,10,12,DMC,103,,
25482D,0,20231,Lecture,12,12,WPH,104,,
25696D,0,20231,Lecture,12,12,SOS,B45,,
25698D,0,20231,Lecture,12,12,WPH,104,,
25695D,0,20231,Lecture,6,12,WPH,104,,
25303D,0,20231,Lecture,7,18,LVL,3Y,,
25306D,0,20231,Lecture,16,18,LVL,3Y,,
25308D,0,20231,Lecture,15,18,THH,211,,
25310D,0,20231,Lecture,18,18,THH,211,,
25311D,0,20231,Lecture,8,18,SOS,B47,,
25322D,0,20231,Lecture,16,18,DMC,202,,
25472D,0,20231,Lecture,18,18,DMC,202,,
25323D,0,20231,Lecture,17,18,DMC,202,,
25328D,0,20231,Lecture,10,18,THH,B10,,
25324D,0,20231,Lecture,15,18,DMC,202,,
25325D,0,20231,Lecture,9,18,DMC,160,,
25326D,0,20231,Lecture,11,18,DMC,160,,
25327D,0,20231,Lecture,15,18,LVL,3V,,
25394D,0,20231,Lecture,9,12,DML,,,
25330D,0,20231,Lecture,7,18,DMC,259,,
25331D,0,20231,Lecture,16,18,DMC,208,,
25332D,0,20231,Lecture,16,18,DMC,208,,
25650D,0,20231,Lecture,4,12,DMC,204,,
25340D,0,20231,Lecture,16,18,THH,205,,
25341D,0,20231,Lecture,14,18,THH,205,,
25342D,0,20231,Lecture,14,18,THH,205,,
25555D,0,20231,Lecture,12,18,THH,205,,
25339D,0,20231,Lecture,9,18,DMC,204,,
25345D,0,20231,Lecture,6,18,DMC,204,,
25349D,0,20231,Lecture,6,18,DMC,206,,
25352D,0,20231,Lecture,12,18,DMC,206,,
25356D,0,20231,Lecture,15,18,DMC,202,,
25350D,0,20231,Lecture,7,18,DMC,202,,
25351D,0,20231,Lecture,10,18,DMC,110,,
25361D,0,20231,Lecture,15,18,DMC,110,,
25395D,0,20231,Lecture,4,12,DML,110C,,
25354D,0,20231,Lecture,6,18,DMC,110,,
25396D,0,20231,Lecture,11,18,DMC,110,,
25486R,0,20231,Lecture,5,18,DMC,109,,
25355D,0,20231,Lecture,4,12,THH,213,,
25357D,0,20231,Lecture,4,12,DMC,206,,
25358D,0,20231,Lecture,8,12,SOS,B45,,
25359D,0,20231,Lecture,14,15,DMC,259,,
25362D,0,20231,Lecture,0,0,,,,
25540R,0,20231,Lecture,47,49,THH,116,,
25541R,0,20231,Discussion,24,24,DMC,207,,
25542R,0,20231,Discussion,23,25,KDC,241,,
25494R,0,20231,Lecture,40,100,THH,301,,
25495R,0,20231,Discussion,4,25,SOS,B41,,
25497R,0,20231,Discussion,4,25,KDC,241,,
25498R,0,20231,Discussion,19,25,SOS,B41,,
25499R,0,20231,Discussion,13,25,THH,213,,
25570D,0,20231,Lecture,43,47,LVL,16,,
25571D,0,20231,Discussion,19,22,DMC,111,,
25572D,0,20231,Discussion,24,25,DMC,160,,
25663D,0,20231,Lecture,5,12,DMC,208,,
25307R,0,20231,Lecture,15,15,THH,207,,
25319R,0,20231,Lecture,4,15,SOS,B52,,
25320R,0,20231,Lecture,3,11,WPH,200,,
25519D,0,20231,Lecture,4,12,WPH,400,,
25389D,0,20231,Lecture,8,12,SOS,B38,,
25391D,0,20231,Lecture,6,12,SOS,B47,,
25643D,0,20231,Lecture,0,0,,,,
25465D,0,20231,Lecture,3,12,THH,105,,
25393D,0,20231,Lecture,2,12,THH,105,,
25315D,0,20231,Lecture,21,21,DMC,106,,
25400D,0,20231,Lecture,0,10,OFFICE,,,2
25638D,0,20231,Lecture,0,20,OFFICE,,,
25640D,0,20231,Lecture,1,20,OFFICE,,,
25304R,0,20231,Lecture,12,12,DMC,201,Independent Chinese Documentary Film,4
25376R,0,20231,Lecture,10,12,LVL,3B,Popular Music Across Asia,4
25454D,0,20231,Lecture,0,0,,,People in East Asia and Their Languages,4
25464D,0,20231,Lecture,0,0,,,,
25561D,0,20231,Lecture,7,12,DML,110C,,
25559D,0,20231,Lecture,8,12,LVL,3V,,
25410D,0,20231,Lecture-Discussion,5,10,OFFICE,,,
25412D,0,20231,Lecture-Discussion,1,10,OFFICE,,,
25414D,0,20231,Lecture-Discussion,4,10,OFFICE,,,
25416D,0,20231,Lecture-Discussion,0,10,OFFICE,,,
25418D,0,20231,Lecture-Discussion,0,10,OFFICE,,,
25420D,0,20231,Lecture-Discussion,0,10,OFFICE,,,
25309D,0,20231,Lecture,5,10,TBA,,,
25424D,0,20231,Lecture-Discussion,3,10,OFFICE,,,
25426D,0,20231,Lecture-Discussion,1,10,OFFICE,,,
25428D,0,20231,Lecture-Discussion,1,10,OFFICE,,,
25430D,0,20231,Lecture-Discussion,0,10,OFFICE,,,
25632D,0,20231,Lecture-Discussion,4,10,OFFICE,,,
25833R,0,20231,Lecture,195,200,THH,101,,
25834R,0,20231,Discussion,23,25,THH,121,,
25835R,0,20231,Discussion,25,25,THH,217,,
25836R,0,20231,Discussion,25,25,DMC,252,,
25837R,0,20231,Discussion,25,25,THH,B10,,
25846R,0,20231,Discussion,25,25,DMC,158,,
25847R,0,20231,Discussion,23,25,THH,213,,
25848R,0,20231,Discussion,24,25,THH,215,,
25849R,0,20231,Discussion,25,25,WPH,206,,
25803D,0,20231,Lecture,18,18,OFFICE,,,
25809D,0,20231,Lecture,13,15,OFFICE,,,
25828D,0,20231,Lecture,1,10,OFFICE,,,
25830D,0,20231,Lecture,0,5,TBA,,,
25838R,0,20231,Lecture,7,15,LVL,3V,Japanese Design and Gardens in Los Angeles,4
25840D,0,20231,Lecture,0,10,OFFICE,,,
25843R,0,20231,Lecture,4,10,OFFICE,,,
25844R,0,20231,Lecture,0,10,OFFICE,,,
25845R,0,20231,Lecture,0,10,OFFICE,,,
25822R,0,20231,Lecture,6,10,OFFICE,,,
25832D,0,20231,Lecture,0,5,TBA,,,
26000R,0,20231,Lecture,92,100,GFS,106,,
26002R,0,20231,Discussion,21,25,KAP,159,,
26004R,0,20231,Discussion,24,25,DMC,256,,
26006R,0,20231,Discussion,24,25,VHE,214,,
26012R,0,20231,Discussion,23,25,GFS,105,,
26001R,0,20231,Lecture,96,100,MRF,340,,
26014R,0,20231,Discussion,22,22,KAP,166,,
26016R,0,20231,Discussion,26,27,GFS,223,,
26024R,0,20231,Discussion,24,25,GFS,105,,
26026R,0,20231,Discussion,24,26,DMC,160,,
26044R,0,20231,Lecture,99,100,SGM,101,,
26050R,0,20231,Discussion,25,25,KAP,140,,
26054R,0,20231,Discussion,25,25,GFS,105,,
26056R,0,20231,Discussion,25,25,KAP,138,,
26058R,0,20231,Discussion,24,25,VHE,210,,
26062R,0,20231,Lecture,86,100,GFS,106,,
26072R,0,20231,Discussion,23,28,GFS,107,,
26074R,0,20231,Discussion,23,23,DMC,111,,
26080R,0,20231,Discussion,27,28,GFS,107,,
26081R,0,20231,Discussion,13,21,DMC,110,,
26082R,0,20231,Lecture,48,50,GFS,101,,
26083R,0,20231,Lecture,34,49,MHP,B7B,,
26085R,0,20231,Lecture,40,49,DMC,102,,
26086R,0,20231,Lecture,40,49,SOS,B44,,
26088R,0,20231,Lecture,47,49,ZHS,163,,
26089R,0,20231,Lecture,46,50,LVL,17,,
26090R,0,20231,Lecture,37,49,LVL,17,,
26092R,0,20231,Lecture,44,49,LVL,17,,
26093R,0,20231,Lecture,49,53,SOS,B4,,
26094R,0,20231,Lecture,42,49,ZHS,352,,
26096R,0,20231,Lecture,50,55,VPD,116,,
26101R,0,20231,Lecture,41,51,THH,116,,
26102R,0,20231,Discussion,21,28,DMC,109,,
26104R,0,20231,Discussion,20,23,KAP,137,,
26097R,0,20231,Lecture,52,54,GFS,118,,
26099R,0,20231,Discussion,25,26,DMC,106,,
26299R,0,20231,Discussion,27,28,GFS,104,,
26105R,0,20231,Lecture,45,52,SOS,B44,,
26311R,0,20231,Discussion,27,27,DMC,111,,
26312R,0,20231,Discussion,18,25,DMC,161,,
26106D,0,20231,Lecture,67,72,ZHS,252,,
26346R,0,20231,Lecture,71,75,HOH,1,,
26347R,0,20231,Lecture,68,75,HOH,1,,
26348R,0,20231,Lecture,69,75,JFFLL125,,,
26349R,0,20231,Lecture,69,75,JFFLL125,,,
26350R,0,20231,Lecture,75,75,HOH,1,,
26351R,0,20231,Lecture,72,75,HOH,1,,
26352R,0,20231,Lecture,58,75,HOH,EDI,,
26353R,0,20231,Lecture,71,75,JFFLL105,,,
26354R,0,20231,Lecture,74,75,JFFLL105,,,
26355R,0,20231,Lecture,71,75,JFFLL105,,,
26356R,0,20231,Lecture,72,75,JFFLL105,,,
26361R,0,20231,Lecture,75,76,HOH,1,,
26362R,0,20231,Lecture,71,75,JFFLL105,,,
26363R,0,20231,Lecture,71,75,JFFLL105,,,
26364R,0,20231,Lecture,69,75,JFFLL105,,,
26366R,0,20231,Lecture,62,75,JFFLL125,,,
26367R,0,20231,Lecture,78,78,JFFLL125,,,
26368R,0,20231,Lecture,79,80,JFFLL125,,,
26370R,0,20231,Lecture,75,75,JFFLL105,,,
26371R,0,20231,Lecture,72,75,JFFLL105,,,
26119R,0,20231,Lecture,48,56,GFS,101,,
26123D,0,20231,Lecture,26,28,TBA,,,
26124R,0,20231,Lecture,1,15,OFFCAMPUS,,,
26128R,0,20231,Lecture,55,57,SSL,202,,
26131R,0,20231,Lecture,60,62,SOS,B4,,
26133R,0,20231,Lecture,28,52,VPD,116,,
26144R,0,20231,Lecture,40,50,LVL,17,,
26145R,0,20231,Lecture,30,49,SOS,B46,,
26152R,0,20231,Lecture,37,49,WPH,B28,,
26154R,0,20231,Lecture,52,55,SSL,202,,
26155R,0,20231,Lecture,55,56,THH,116,,
26257R,0,20231,Lecture,11,49,WPH,207,,
26160R,0,20231,Lecture,44,49,THH,116,,
26166R,0,20231,Lecture,43,49,THH,208,,
26168D,0,20231,Lecture,6,30,OFFICE,,,
26170D,0,20231,Lecture,5,10,OFFICE,,,
26171R,0,20231,Lecture,32,49,DMC,102,The Principles of Market Design,4
26173D,0,20231,Lecture,44,49,ZHS,163,,
26329D,0,20231,Lecture,1,5,ZHS,163,,
26109D,0,20231,Lecture,2,5,GFS,101,,
26178D,0,20231,Lecture,33,59,GFS,101,,
26183D,0,20231,Lecture,15,16,KAP,140,,
26193D,0,20231,Lecture,14,16,KAP,159,,
26187D,0,20231,Lecture,63,67,GFS,101,,
26290D,0,20231,Lecture,47,51,KAP,144,,
26188R,0,20231,Lecture,26,26,KAP,319,,
26192D,0,20231,Lecture,2,19,THH,221,,
26199D,0,20231,Lecture,20,49,SOS,B44,,
26200D,0,20231,Lecture,3,5,SOS,B44,,
26201D,0,20231,Lecture,80,80,THH,301,,
26202D,0,20231,Lecture,8,49,THH,116,,
26203D,0,20231,Lecture,44,48,KAP,144,,
26205D,0,20231,Lecture,59,79,ZHS,252,,
26208D,0,20231,Lecture,1,5,ZHS,252,,
26204D,0,20231,Lecture,43,44,DMC,101,,
26206D,0,20231,Lecture,3,10,OFFICE,,,1
26207D,0,20231,Lecture,0,5,OFFICE,,,2
26305D,0,20231,Lecture,3,15,TBA,,,1
26218D,0,20231,Lecture,15,17,KAP,145,,
26222D,0,20231,Lecture,17,17,KAP,134,,
26184D,0,20231,Lecture,15,25,KAP,113,,
26248D,0,20231,Lecture,8,25,KAP,113,,
26269D,0,20231,Lecture,11,20,WPH,200,,
26276D,0,20231,Lecture,5,15,KAP,335,,
26278D,0,20231,Lecture,8,25,DMC,161,,
26280D,0,20231,Lecture,6,15,KAP,319,,
26282D,0,20231,Lecture,2,15,KAP,319,,
26284D,0,20231,Lecture,9,22,KAP,319,,
26288D,0,20231,Lecture,8,15,KAP,319,,
26296D,0,20231,Lecture,9,20,SGM,226,,
26292D,0,20231,Lecture,5,11,KAP,319,Applied Micro Reading Group,
26293D,0,20231,Lecture,4,11,KAP,335,Applied Micro Reading Group,
26295D,0,20231,Lecture,3,15,KAP,335,Econometrics Reading Group,
26297D,0,20231,Lecture,5,15,KAP,319,Macro Reading Group,
26294D,0,20231,Lecture,2,15,KAP,335,,
26298D,0,20231,Lecture,2,25,OFFICE,,,
26300D,0,20231,Lecture,8,19,OFFICE,,,
26302D,0,20231,Lecture,5,25,OFFICE,,,
26304D,0,20231,Lecture,14,14,OFFICE,,,
26306D,0,20231,Lecture,2,15,OFFICE,,,
32600D,0,20231,Lecture,9,12,WPH,104,,
32601D,0,20231,Lecture,9,12,DMC,153,,
32602D,0,20231,Lecture,12,12,DMC,104,,
32603D,0,20231,Lecture,12,12,THH,121,,
32604D,0,20231,Lecture,9,12,DMC,153,,
32613D,0,20231,Lecture,149,150,THH,202,,
32614D,0,20231,Discussion,24,25,THH,217,,
32615D,0,20231,Discussion,25,25,THH,B10,,
32616D,0,20231,Discussion,25,25,SOS,B48,,
32617D,0,20231,Discussion,25,25,DMC,203,,
32618D,0,20231,Discussion,25,25,THH,119,,
32619D,0,20231,Discussion,25,25,DMC,161,,
32620D,0,20231,Lecture,74,150,THH,201,,
32621D,0,20231,Discussion,25,25,THH,110,,
32622D,0,20231,Discussion,13,25,THH,119,,
32623D,0,20231,Discussion,4,25,SOS,B52,,
32624D,0,20231,Discussion,11,25,THH,B9,,
32625D,0,20231,Discussion,12,25,THH,112,,
32626D,0,20231,Discussion,9,25,THH,119,,
32627D,0,20231,Lecture,85,97,WPH,B27,,
32628D,0,20231,Discussion,24,25,SOS,B41,,
32629D,0,20231,Discussion,21,22,SOS,B41,,
32630D,0,20231,Discussion,16,25,DMC,106,,
32631D,0,20231,Discussion,24,25,SOS,B47,,
32635D,0,20231,Lecture,13,19,THH,203,,
32636D,0,20231,Lecture,19,19,DMC,108,,
32637D,0,20231,Lecture,13,19,THH,203,,
32640D,0,20231,Lecture,18,19,THH,117,,
32641D,0,20231,Lecture,17,17,GFS,108,,
32642D,0,20231,Lecture,9,19,THH,119,,
32645D,0,20231,Lecture,8,19,THH,115,,
32646D,0,20231,Lecture,17,19,DMC,105,,
32647D,0,20231,Lecture,8,19,DMC,156,,
32656D,0,20231,Lecture,115,120,THH,102,,
32657D,0,20231,Discussion,20,20,THH,113,,
32658D,0,20231,Discussion,20,20,DMC,158,,
32659D,0,20231,Discussion,19,20,DMC,206,,
32660D,0,20231,Discussion,19,20,THH,207,,
32661D,0,20231,Discussion,17,19,THH,205,,
32662D,0,20231,Discussion,20,21,THH,117,,
32670D,0,20231,Lecture,77,77,THH,102,,
32671D,0,20231,Discussion,22,22,WPH,106,,
32672D,0,20231,Discussion,17,17,DMC,255,,
32673D,0,20231,Discussion,18,18,THH,113,,
32674D,0,20231,Discussion,20,20,THH,213,,
32677D,0,20231,Lecture,10,12,DMC,108,,4
32680D,0,20231,Lecture,8,12,DMC,153,,
32681D,0,20231,Lecture,12,13,THH,107,,
32684D,0,20231,Lecture,12,12,THH,203,,
32685D,0,20231,Lecture,13,14,THH,107,,
32688D,0,20231,Lecture,11,12,THH,109,,
32689D,0,20231,Lecture,12,12,THH,105,,
32699D,0,20231,Lecture,14,19,THH,121,,
32706D,0,20231,Lecture,12,19,THH,211,,
32707D,0,20231,Lecture,15,15,SOS,B38,Bookpacking America,
32708D,0,20231,Lecture,9,9,OFFICE,,Bookpacking New Orleans Maymester,
32850D,0,20231,Lecture,5,12,THH,105,Bookpacking Los Angeles,
32709D,0,20231,Lecture,14,15,THH,203,,
32690D,0,20231,Lecture,12,19,DMC,101,,
32712D,0,20231,Lecture,13,13,THH,211,,
32713D,0,20231,Lecture,19,19,DMC,107,,
32716D,0,20231,Lecture,15,19,THH,203,,
32720D,0,20231,Lecture,3,14,THH,109,,
32717D,0,20231,Lecture,18,19,THH,203,,
32721D,0,20231,Lecture,20,20,THH,115,,
32724D,0,20231,Lecture,1,1,OFFICE,,,3
32725D,0,20231,Lecture,6,19,THH,113,,
32727D,0,20231,Lecture,4,12,DMC,103,,
32729D,0,20231,Lecture,4,12,DMC,103,,
32728D,0,20231,Lecture,5,19,THH,207,,4
32732D,0,20231,Lecture,11,12,DMC,153,,
32733D,0,20231,Lecture,9,12,THH,107,,
32736D,0,20231,Lecture,5,12,DMC,254,,
32738D,0,20231,Lecture,4,12,THH,109,,
32740D,0,20231,Lecture,19,19,DMC,108,,
32815D,0,20231,Lecture,9,19,THH,205,,
32730D,0,20231,Lecture,18,19,THH,209,,
32748D,0,20231,Lecture,16,19,THH,115,,
32749D,0,20231,Lecture,10,19,THH,209,,
32753D,0,20231,Lecture,17,19,THH,203,,
32758D,0,20231,Lecture,0,25,OFFICE,,,2
32759D,0,20231,Lecture,13,13,THH,111,,
32760D,0,20231,Lecture,12,12,THH,111,,
32761D,0,20231,Lecture,6,12,THH,111,,
32763D,0,20231,Lecture,8,12,THH,219,,
32764D,0,20231,Lecture,9,12,THH,107,,
32765D,0,20231,Lecture,9,9,THH,117,,
32766D,0,20231,Lecture,5,12,DMC,104,,
32768D,0,20231,Lecture,6,12,THH,109,,
32771D,0,20231,Lecture,9,19,LVL,13,Contemporary Poetry by Women Around the Globe,2
32778D,0,20231,Lecture,10,12,THH,105,,
32787D,0,20231,Lecture,2,12,THH,203,,
32790D,0,20231,Lecture,8,25,OFFICE,,,
32791D,0,20231,Lecture,5,12,THH,105,,
32793D,0,20231,Lecture,6,7,THH,117,,
32795D,0,20231,Lecture,13,14,THH,219,,
32802D,0,20231,Lecture,9,12,WPH,104,,
32807D,0,20231,Lecture,9,12,THH,105,,
32808D,0,20231,Lecture,9,12,THH,203,,
32809D,0,20231,Lecture,9,12,THH,219,,
32820D,0,20231,Lecture,0,0,,,,
32813D,0,20231,Lecture,11,12,THH,105,,
32814D,0,20231,Lecture,9,12,THH,105,,
32833D,0,20231,Lecture,7,12,THH,105,,
32826D,0,20231,Lecture,11,12,DMC,259,,
32878D,0,20231,Lecture,3,12,THH,105,,
32830D,0,20231,Lecture,13,14,THH,111,,
32831D,0,20231,Lecture,5,12,THH,105,,
32794D,0,20231,Lecture,0,30,OFFICE,,,
32895D,0,20231,Lecture,2,30,TBA,,,
32896D,0,20231,Lecture,14,30,TBA,,,
32897D,0,20231,Lecture,1,30,ONLINE,,,
32898D,0,20231,Lecture,12,30,ONLINE,,,
32899D,0,20231,Lecture,24,35,ONLINE,,,
33000R,0,20231,Lecture,39,39,DMC,101,,
33001R,0,20231,Lecture,41,42,WPH,102,,
33002R,0,20231,Lecture,41,41,WPH,102,,
33003R,0,20231,Lecture,37,37,DMC,261,,
33006R,0,20231,Lecture,75,79,WPH,B27,,
33007R,0,20231,Discussion,19,20,THH,113,,
33008R,0,20231,Discussion,19,20,THH,207,,
33009R,0,20231,Discussion,20,20,THH,215,,
33010R,0,20231,Discussion,17,19,DMC,208,,
33013D,0,20231,Lecture,6,14,,,,
33014R,0,20231,Lab,6,14,,,,
33015D,0,20231,Lecture,5,14,OFFICE,,,
33016R,0,20231,Lab,5,14,,,,
33017R,0,20231,Lecture,29,30,VPD,116,,
33020R,0,20231,Lecture,26,36,WPH,205,,
33021R,0,20231,Lab,9,18,ZHS,460,,
33024R,0,20231,Lab,17,18,ZHS,460,,
33022R,0,20231,Lecture,30,40,WPH,207,,
33023R,0,20231,Lecture,21,37,DMC,261,,
33025D,0,20231,Lecture,0,0,,,,
33031R,0,20231,Lecture,0,0,,,,
33030D,0,20231,Lecture,26,30,WPH,103,,
33032R,0,20231,Lecture,34,40,WPH,102,,
33044R,0,20231,Lecture,14,14,SOS,B38,,
33054D,0,20231,Lecture-Lab,14,15,OFFICE,,,
33056D,0,20231,Lecture,7,10,OFFICE,,,
33058D,0,20231,Lecture,5,15,OFFICE & ONLINE,,,2
33059D,0,20231,Lecture,3,15,OFFICE & ONLINE,,,4
33060D,0,20231,Lecture,12,15,WPH,205,,2
33061D,0,20231,Lecture,6,15,WPH,205,,4
33062D,0,20231,Lecture,17,17,,,,
33063D,0,20231,Lecture,16,16,,,,
33065D,0,20231,Lecture,0,0,TBA,,Social Science Research Methods for Environmental Analysis,4
33071D,0,20231,Lecture,5,12,,,"Energy, Environment, and Geopolitics",4
33072D,0,20231,Lecture,7,19,THH,217,,
33084D,0,20231,Lecture,13,19,THH,121,,
33083D,0,20231,Lecture,11,15,WPH,106,,
33090D,0,20231,Lecture,0,10,OFFICE,,,
38101D,0,20231,Lecture,5,15,WPH,101,,
34212D,0,20231,Lecture,6,12,THH,107,,
34226D,0,20231,Lecture,5,12,THH,207,,
34202D,0,20231,Lecture,14,19,THH,209,,
34204D,0,20231,Lecture,17,19,THH,209,,
34206D,0,20231,Lecture,14,19,DMC,259,,
34210D,0,20231,Lecture,14,18,WPH,206,,
34214D,0,20231,Lecture,6,19,THH,217,,
34216D,0,20231,Lecture,10,19,THH,217,,
34218D,0,20231,Lecture,18,19,THH,217,,
